Unnamed: ,Age,City,Profession,Marital Status,Education,No. of Family members,Annual Income,Would you prefer replacing all your vehicles to Electronic vehicles?,If Yes/Maybe what type of EV would you prefer?,Do you think Electronic Vehicles are economical?,Which brand of vehicle do you currently own?,How much money could you spend on an Electronic vehicle?,Preference for wheels in EV,Do you think Electronic vehicles will replace fuel cars in India?
813,29,Pune,Business,Married,Post Graduate,4,1602534.228,Yes,Sedan,Yes,Chevrolet,<5 lakhs,4,"Yes, in <10 years"
814,24,Pune,Business,Single,Post Graduate,3,2293903.081,No,SUV,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
815,24,Pune,None,Married,Graduate,4,1991453.764,Yes,Sedan,Maybe,Hyundai,<5 lakhs,2,"Yes, in <10 years"
816,23,Rewari,None,Single,Graduate,5,2946654.882,Yes,SUV,Maybe,Tata,<5 lakhs,4,"Yes, in <10 years"
817,30,Pune,Business,Single,Graduate,4,1927592.293,Yes,Liftback,Maybe,KIA,<15 lakhs,3,"Yes, in <10 years"
818,27,Pune,Working Professional,Married,Graduate,5,3051231.385,Yes,Sedan,No,Hyundai,<5 lakhs,3,"Yes, in <10 years"
819,31,Pune,None,Married,Graduate,4,2807314.325,No,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
820,28,Pune,Business,Single,Graduate,8,1765852.464,Yes,SUV,Yes,Tata,<5 lakhs,2,"Yes, in <10 years"
821,28,pune,None,Single,Graduate,4,3056666.235,Maybe,Sedan,No,Maruti,<15 lakhs,4,"Yes, possibly after 20 years"
822,29,Haldwani,Business,Single,Graduate,3,1932351.699,Maybe,SUV,Yes,MG,<25 lakhs,4,"Yes, possibly after 20 years"
823,31,Pune,None,Single,Graduate,4,3024305.392,Maybe,Cabrio,No,Nissan,<25 lakhs,3,"Yes, in <20years"
824,32,Nellore,Working Professional,Single,Graduate,7,2393527.098,No,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
825,30,Pune,None,Single,Post Graduate,4,3335087.712,Yes,Liftback,Yes,Audi,<15 lakhs,4,"Yes, in <20years"
826,31,Pune,None,Married,Graduate,4,2488723.443,Maybe,Liftback,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
827,32,Pune,Working Professional,Single,Post Graduate,5,2611333.909,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
828,25,Mumbai,None,Married,Graduate,4,2877064.336,Yes,Hatchback,Yes,Volkswagen,<5 lakhs,2,"Yes, in <20years"
829,26,Ahmedabad,None,Single,Graduate,4,2325409.773,No,SUV,Yes,Hyundai,<15 lakhs,3,"Yes, in <10 years"
830,60,Delhi,Working Professional,Married,Graduate,4,2421669.969,No,Liftback,Yes,Hyundai,<5 lakhs,4,I don't think so
831,30,Pune,None,Married,Graduate,4,3399310.338,Maybe,Sedan,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
832,30,nashik,Business,Married,Graduate,3,1893898.38,Yes,Liftback,Yes,Maruti,<15 lakhs,4,"Yes, possibly after 20 years"
833,27,Pune,Business,Married,Graduate,4,1764512.057,Maybe,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
834,28,Pune,None,Single,Graduate,8,3276318.502,Yes,SUV,Yes,Volkswagen,<15 lakhs,4,"Yes, possibly after 20 years"
835,27,Pune,None,Married,Post Graduate,8,2247573.444,Maybe,Sedan,Yes,MG,<15 lakhs,2,"Yes, in <20years"
836,31,Pune,None,Married,Graduate,5,2268068.34,Maybe,Hatchback,Yes,Maruti,<15 lakhs,4,"Yes, in <10 years"
837,28,Pune,Business,Married,Post Graduate,2,2110098.857,Maybe,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
838,28,Mumbai,None,Married,Graduate,4,2651440.577,Maybe,Sedan,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
839,29,Pune,None,Single,Post Graduate,0,1227426.622,Yes,SUV,Yes,Tata,<5 lakhs,3,"Yes, in <10 years"
840,21,Pune,None,Single,Graduate,6,551155.4915,Yes,Sedan,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
841,31,Pune,Working Professional,Married,Post Graduate,4,2791451.188,No,Sedan,Maybe,KIA,<5 lakhs,4,"Yes, in <20years"
842,29,Pune,Business,Single,Post Graduate,4,799421.0899,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
843,66,Pune,Business,Single,Graduate,4,1881607.641,Yes,SUV,Yes,Honda,<25 lakhs,4,I don't think so
844,31,Pune,None,Single,Graduate,4,1235870.389,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
845,118,Pune,Working Professional,Married,Post Graduate,4,1844442.922,Maybe,Liftback,Yes,McLaren,<15 lakhs,4,"Yes, possibly after 20 years"
846,28,Pune,None,Single,Graduate,3,2543251.621,Yes,Liftback,Yes,Honda,<15 lakhs,2,"Yes, in <10 years"
847,65,Nagpur,Business,Married,Post Graduate,8,1607979.335,Maybe,Sedan,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
848,27,Pune,Working Professional,Married,Graduate,4,852043.3952,Yes,Hatchback,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
849,27,Pune,Business,Married,Graduate,4,1868060.046,No,SUV,Yes,Nissan,2000000,4,"Yes, in <20years"
850,22,Pune,Working Professional,Single,Post Graduate,5,1843945.734,Yes,Sedan,Yes,BMW,<5 lakhs,2,I don't think so
851,29,Pune,None,Married,Post Graduate,4,2760494.838,Yes,Hatchback,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
852,30,Nabha,None,Married,Graduate,4,2483764.294,Yes,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
853,60,Rewari,None,Single,Graduate,2,1903935.565,Yes,SUV,No,Volkswagen,<15 lakhs,4,"Yes, possibly after 20 years"
854,29,Nashik,None,Single,Graduate,4,1962277.961,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
855,30,Delhi,None,Single,Post Graduate,4,2877703.546,Yes,Hatchback,Yes,Nissan,>25 lakhs,4,"Yes, in <10 years"
856,30,Jhansi,Working Professional,Single,Post Graduate,3,3142233.416,No,Hatchback,No,Nissan,<5 lakhs,2,"Yes, in <20years"
857,27,Mumbai,None,Single,Post Graduate,5,962738.428,No,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
858,27,Ahmedabad,None,Married,Graduate,8,2733258.749,Maybe,Sedan,No,Volkswagen,<5 lakhs,4,"Yes, in <10 years"
859,30,Pune,Working Professional,Single,Post Graduate,4,1930674.542,Maybe,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
860,25,Satara,Business,Single,Graduate,4,2364478.943,No,SUV,Yes,Honda,<15 lakhs,2,"Yes, possibly after 20 years"
861,32,Delhi,Salaried,Single,Graduate,3,2259378.899,Maybe,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
862,30,Pune,None,Single,Graduate,5,3353676.584,Yes,SUV,Yes,Tata,<25 lakhs,2,"Yes, in <10 years"
863,31,Pune,Salaried,Single,Graduate,2,568958.6042,Yes,SUV,Maybe,MG,<25 lakhs,4,"Yes, possibly after 20 years"
864,31,Pune,None,Married,Graduate,4,3162609.049,Yes,SUV,No,Hyundai,<15 lakhs,2,"Yes, in <20years"
865,27,Pune,None,Single,Graduate,4,2042526.934,Yes,Sedan,Yes,MG,<15 lakhs,2,"Yes, possibly after 20 years"
866,30,New Delhi,Working Professional,Single,Post Graduate,4,1770466.33,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, possibly after 20 years"
867,27,Ahmedabad,None,Single,Post Graduate,4,760073.1177,Yes,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
868,28,Pune,Working Professional,Single,Post Graduate,4,2779701.359,Maybe,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
869,26,Pune,Salaried,Single,Post Graduate,4,1473697.761,Yes,Sedan,Yes,Tata,<25 lakhs,2,I don't think so
870,25,Pune,Working Professional,Single,Post Graduate,4,2430643.303,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,I don't think so
871,28,Pune,Working Professional,Single,Post Graduate,4,2713842.752,Yes,SUV,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
872,23,Mumbai,Working Professional,Single,Graduate,2,3063499.289,Yes,Hatchback,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
873,27,Pune,Business,Single,Post Graduate,5,2469396.986,Yes,SUV,Yes,Honda,<5 lakhs,3,"Yes, in <10 years"
874,45,Banglore,None,Married,Post Graduate,4,1932640.683,No,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
875,32,Pune,None,Single,Post Graduate,5,2532522.67,Maybe,Sedan,Yes,Hyundai,<15 lakhs,2,I don't think so
876,61,Nellore,None,Single,Post Graduate,4,1550456.688,Yes,SUV,Yes,Tata,<5 lakhs,3,"Yes, possibly after 20 years"
877,54,Pune,None,Single,Graduate,4,2999011.187,No,SUV,Yes,MG,<25 lakhs,4,"Yes, in <10 years"
878,27,Haldwani,Business,Married,Graduate,4,2318171.691,No,SUV,Maybe,Hyundai,<15 lakhs,4,"Yes, in <20years"
879,26,Pune,Working Professional,Single,Graduate,4,664342.1897,Maybe,SUV,Yes,Nissan,<5 lakhs,2,"Yes, possibly after 20 years"
880,27,Pune,None,Single,Post Graduate,4,1387084.847,Yes,Sedan,No,Nissan,<5 lakhs,3,"Yes, in <10 years"
881,21,Delhi,None,Married,Graduate,5,2024267.623,Yes,Hatchback,Yes,Honda,<15 lakhs,2,"Yes, in <20years"
882,29,Pune,Working Professional,Single,Post Graduate,4,2586693.138,Yes,SUV,Yes,KIA,<25 lakhs,4,"Yes, in <20years"
883,29,Pune,None,Single,Post Graduate,7,2612516.648,Maybe,SUV,Yes,Tata,<15 lakhs,3,"Yes, in <10 years"
884,20,Pune,Working Professional,Married,Graduate,4,1727229.498,Yes,Sedan,Yes,Volkswagen,<25 lakhs,2,"Yes, in <20years"
885,27,Noida,None,Married,Post Graduate,5,1038977.642,Yes,Cabrio,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
886,22,pUNE,None,Married,Graduate,4,2702901.929,Yes,SUV,No,Honda,<15 lakhs,3,"Yes, in <10 years"
887,28,New Delhi,None,Single,Graduate,4,1259834.818,Maybe,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
888,30,Noida,Business,Single,Graduate,5,1229900.001,Yes,Liftback,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
889,25,Pune,None,Single,Post Graduate,7,2530953.92,Yes,Cabrio,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
890,30,Pune,Working Professional,Married,Graduate,5,1966912.19,Maybe,Sedan,Yes,Nissan,<15 lakhs,3,I don't think so
891,21,Pune,None,Single,Graduate,4,1935637.659,Maybe,SUV,Yes,Nissan,<5 lakhs,4,"Yes, possibly after 20 years"
892,30,Pune,Business,Single,Post Graduate,4,2719412.661,Yes,Sedan,Maybe,Tata,<15 lakhs,2,"Yes, in <10 years"
893,29,Pune,None,Married,Graduate,4,2447967.683,Yes,Sedan,Maybe,MG,>25 lakhs,2,"Yes, possibly after 20 years"
894,31,Pune,None,Single,Graduate,6,2019433.127,Maybe,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
895,28,Pune,Working Professional,Single,Post Graduate,4,2409584.289,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
896,32,Pune,Business,Married,Post Graduate,4,1803039.419,Maybe,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
897,30,Pune,Working Professional,Single,Graduate,4,2395957.86,Yes,Liftback,Yes,McLaren,<15 lakhs,4,"Yes, in <20years"
898,30,Pune,None,Married,Graduate,0,1958578.29,Yes,Liftback,Maybe,KIA,<15 lakhs,2,"Yes, possibly after 20 years"
899,53,Pune,Working Professional,Married,Post Graduate,4,890212.9332,Yes,Hatchback,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
900,21,Pune,None,Single,Graduate,3,2369630.948,Yes,SUV,Yes,Tata,<25 lakhs,4,"Yes, in <20years"
901,32,Faridabad,Business,Single,Graduate,4,1839430.094,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
902,23,Pune,None,Single,Graduate,4,2294486.44,Maybe,Hatchback,No,Tata,1500000,3,"Yes, possibly after 20 years"
903,24,Mumbai,Business,Single,Graduate,4,2077373.415,Maybe,Sedan,Maybe,McLaren,<15 lakhs,2,"Yes, in <10 years"
904,24,Pune,Salaried,Single,Graduate,4,3131508.957,Maybe,Sedan,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
905,43,Nabha,None,Single,Graduate,4,2043055.416,Yes,SUV,Maybe,Nissan,<25 lakhs,4,"Yes, in <10 years"
906,29,Pune,None,Married,Graduate,3,1617849.381,No,Sedan,Maybe,Nissan,<25 lakhs,4,"Yes, in <20years"
907,54,Mumbai,Business,Single,Post Graduate,4,2571739.776,Yes,SUV,Yes,MG,<15 lakhs,2,"Yes, in <10 years"
908,24,Pune,None,Single,Post Graduate,6,1509519.864,Yes,Cabrio,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
909,29,Pune,Working Professional,Single,Graduate,4,3080178.321,Yes,SUV,Yes,MG,<15 lakhs,4,"Yes, in <10 years"
910,29,Pune,Working Professional,Married,Graduate,3,2751919.194,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
911,30,Pune,None,Married,Graduate,4,1945527.358,Yes,Liftback,Yes,Maruti,<5 lakhs,4,"Yes, in <10 years"
912,25,Pune,None,Married,Graduate,0,675882.6923,Maybe,SUV,No,Tata,<15 lakhs,2,"Yes, in <10 years"
913,26,Pune,Working Professional,Single,Post Graduate,4,2693947.611,Maybe,SUV,No,Honda,<25 lakhs,3,"Yes, in <20years"
914,24,Pune,None,Married,Post Graduate,3,2075333.681,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
915,29,Pune,Working Professional,Single,Post Graduate,4,3016655.246,Yes,Sedan,Maybe,Tata,2000000,2,"Yes, possibly after 20 years"
916,29,Satara,Salaried,Single,Post Graduate,7,2084450.235,Maybe,Sedan,Yes,Nissan,<15 lakhs,2,"Yes, in <20years"
917,25,Pune,Working Professional,Single,Graduate,4,2879316.467,Maybe,SUV,Yes,Honda,<5 lakhs,2,"Yes, in <20years"
918,27,Pune,None,Single,Post Graduate,3,2305321.476,Yes,Sedan,Yes,KIA,<5 lakhs,4,"Yes, in <10 years"
919,24,Pune,None,Single,Graduate,5,2352555.424,Yes,SUV,No,Hyundai,<25 lakhs,4,"Yes, in <10 years"
920,25,Pune,None,Single,Graduate,3,3110640.552,Yes,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
921,25,Pune,None,Married,Graduate,1,1597300.506,No,SUV,Yes,Maruti,<15 lakhs,3,"Yes, in <20years"
922,19,Pune,Working Professional,Married,Graduate,4,1973368.143,Yes,Sedan,Yes,McLaren,<15 lakhs,3,"Yes, in <10 years"
923,24,Pune,Working Professional,Married,Graduate,8,2103119.514,Yes,SUV,Yes,KIA,<15 lakhs,4,I don't think so
924,30,Delhi,Working Professional,Single,Graduate,5,1184477.128,Yes,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
925,24,Banglore,Business,Single,Graduate,4,3065340.254,Yes,Sedan,Maybe,Hyundai,<15 lakhs,4,"Yes, in <20years"
926,32,Delhi,None,Single,Graduate,5,2572235.99,Yes,Sedan,Maybe,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
927,18,Pune,Working Professional,Single,Graduate,6,1780969.559,Yes,Sedan,Maybe,Nissan,1200000,2,"Yes, possibly after 20 years"
928,25,Pune,None,Single,Graduate,6,3076236.905,Yes,Sedan,No,Hyundai,<5 lakhs,4,"Yes, possibly after 20 years"
929,22,Mumbai,None,Single,Post Graduate,4,12045122.63,Yes,SUV,Maybe,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
930,33,Pune,None,Single,Graduate,6,2965855.862,Yes,SUV,Yes,Hyundai,<15 lakhs,3,"Yes, in <10 years"
931,29,Pune,Salaried,Single,Graduate,5,2939984.886,Maybe,Cabrio,Yes,MG,<15 lakhs,4,"Yes, in <20years"
932,55,Chandrapur,None,Married,Post Graduate,4,3096398.421,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
933,29,Pune,Business,Married,Graduate,4,2428327.986,Yes,SUV,No,Volkswagen,1500000,4,"Yes, in <20years"
934,30,Pune,None,Married,Graduate,4,2475548.158,Yes,Hatchback,Yes,Nissan,<5 lakhs,4,"Yes, in <10 years"
935,24,Pune,Working Professional,Married,Graduate,4,2768737.327,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, possibly after 20 years"
936,29,Pune,Working Professional,Single,Graduate,4,2744274.887,Yes,Sedan,Yes,Nissan,<5 lakhs,3,"Yes, in <10 years"
937,30,Pune,Business,Single,Graduate,4,2616229.871,No,Liftback,Yes,MG,<15 lakhs,2,I don't think so
938,31,Pune,Working Professional,Single,Graduate,5,1543943.5,Yes,SUV,Yes,Maruti,<25 lakhs,4,"Yes, in <20years"
939,39,Mumbai,Salaried,Married,Post Graduate,4,2937615.815,Yes,SUV,No,Volkswagen,<15 lakhs,4,"Yes, in <10 years"
940,31,Haldwani,None,Single,Post Graduate,5,862861.6432,No,SUV,Yes,Nexa,<15 lakhs,2,"Yes, in <20years"
941,28,Pune,None,Single,Graduate,4,1850201.943,No,Liftback,Yes,Tata,<25 lakhs,4,"Yes, in <10 years"
942,30,Pune,None,Married,Post Graduate,0,2699568.728,Yes,SUV,Maybe,Nissan,<5 lakhs,4,"Yes, in <20years"
943,26,Pune,None,Single,Graduate,1,2891285.505,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, in <10 years"
944,49,Chennai,Salaried,Single,Graduate,4,2925682.114,Yes,Sedan,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
945,24,Pune,Business,Single,Graduate,8,811084.5793,No,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
946,32,Pune,None,Single,Graduate,3,2064705.275,Yes,SUV,Yes,KIA,>25 lakhs,4,"Yes, in <10 years"
947,29,Pune,None,Single,Post Graduate,5,1289103.117,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
948,30,Pune,Working Professional,Married,Graduate,4,2188917.732,Yes,Liftback,Yes,Tata,1200000,3,"Yes, in <20years"
949,57,Pune,None,Married,Graduate,0,1224408.908,Yes,Hatchback,No,Tata,<15 lakhs,2,"Yes, in <20years"
950,63,Mumbai,None,Single,Graduate,4,1820161.958,Maybe,Hatchback,No,Hyundai,<5 lakhs,2,"Yes, in <10 years"
951,30,Gurugram,Business,Married,Post Graduate,3,1782497.507,No,SUV,Yes,Nissan,>25 lakhs,2,"Yes, in <10 years"
952,46,Pune,Working Professional,Single,Post Graduate,4,2922061.127,Yes,SUV,No,McLaren,<25 lakhs,4,"Yes, in <20years"
953,24,pune,Business,Single,Graduate,8,2033010.144,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, in <20years"
954,29,Pune,None,Married,Graduate,2,2458301.789,Maybe,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
955,59,Pune,None,Single,Graduate,4,597599.5986,Maybe,SUV,Maybe,KIA,<25 lakhs,4,"Yes, in <20years"
956,44,Pune,Business,Single,Graduate,1,2491919.189,Yes,Liftback,Yes,Honda,2000000,4,"Yes, in <10 years"
957,32,Pune,Business,Married,Post Graduate,5,2865881.096,Yes,SUV,No,Nissan,<15 lakhs,4,"Yes, in <20years"
958,29,Pune,None,Married,Graduate,3,2703314.892,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
959,32,Pune,Working Professional,Married,Graduate,5,2134045.243,Yes,Sedan,Yes,MG,<15 lakhs,4,"Yes, in <20years"
960,31,Delhi,None,Single,Post Graduate,3,655303.9086,Yes,Liftback,Maybe,Maruti,<15 lakhs,4,"Yes, in <20years"
961,47,Pune,None,Single,Post Graduate,5,2269369.967,Yes,Liftback,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
962,31,Pune,Business,Single,Post Graduate,4,2909234.569,Yes,Hatchback,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
963,30,Chandrapur,None,Single,Graduate,4,1009304.722,Maybe,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
964,28,Pune,Business,Married,Post Graduate,8,1651636.353,Maybe,SUV,Yes,McLaren,<5 lakhs,3,"Yes, possibly after 20 years"
965,53,Pune,Working Professional,Single,Graduate,5,1504386.613,Yes,SUV,No,Suzuki,<15 lakhs,4,"Yes, in <20years"
966,29,Pune,Working Professional,Single,Graduate,4,2854558.305,No,SUV,Maybe,Hyundai,1500000,4,"Yes, in <10 years"
967,25,Rewari,Salaried,Married,Post Graduate,1,1505464.577,Yes,Liftback,No,Tata,<25 lakhs,2,"Yes, in <10 years"
968,28,Pune,None,Single,Post Graduate,4,2105552.522,Yes,Liftback,Yes,Hyundai,>25 lakhs,2,"Yes, in <10 years"
969,38,Mumbai,Working Professional,Single,Graduate,6,2135086.41,Yes,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
970,28,Pune,Working Professional,Married,Post Graduate,4,2368703.653,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
971,27,Pune,None,Single,Graduate,5,2539135.468,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
972,25,Nagpur,None,Single,Graduate,3,2619006.665,No,Hatchback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
973,26,Pune,Business,Single,Graduate,4,3233727.318,Yes,Hatchback,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
974,29,Patiyala,None,Single,Graduate,4,1396156.481,Yes,Hatchback,Yes,KIA,<15 lakhs,4,I don't think so
975,30,Pune,None,Single,Graduate,4,2287378.7,Yes,SUV,Yes,Tata,<25 lakhs,4,"Yes, in <20years"
976,24,Pune,Business,Single,Graduate,4,1604446.315,Yes,Hatchback,Yes,Honda,1200000,4,"Yes, in <10 years"
977,36,Mumbai,Working Professional,Single,Graduate,3,2812026.116,Maybe,Sedan,Yes,Chevrolet,<5 lakhs,4,I don't think so
978,28,Pune,None,Single,Graduate,4,898478.1066,Yes,Liftback,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
979,26,Pune,None,Single,Graduate,2,2618986.002,No,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
980,25,Nashik,None,Single,Graduate,5,2999347.936,Maybe,Hatchback,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
981,30,Delhi,None,Single,Graduate,4,2387841.895,Maybe,Hatchback,Yes,Nissan,<15 lakhs,2,"Yes, possibly after 20 years"
982,26,Mumbai,Working Professional,Married,Graduate,4,682360.0566,Yes,Hatchback,Yes,Nissan,<15 lakhs,2,"Yes, in <20years"
983,28,Pune,Working Professional,Married,Graduate,4,2400616.495,Yes,Hatchback,No,Hyundai,<5 lakhs,4,"Yes, in <20years"
984,28,Patiyala,Business,Single,Graduate,4,2843677.076,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
985,33,Pune,Working Professional,Married,Post Graduate,4,3368685.946,Yes,SUV,No,Nissan,<15 lakhs,2,"Yes, in <20years"
986,46,Pune,None,Single,Post Graduate,4,2159063.79,Yes,Sedan,No,Hyundai,<25 lakhs,2,"Yes, in <20years"
987,59,Pune,None,Married,Graduate,4,2121948.334,Yes,Hatchback,Yes,Tata,>25 lakhs,2,"Yes, in <10 years"
988,23,Jhansi,None,Married,Graduate,4,2418252.618,Maybe,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
989,27,Noida,None,Married,Post Graduate,1,2682404.563,Yes,Sedan,Maybe,Honda,<15 lakhs,4,"Yes, in <20years"
990,24,Pune,None,Married,Graduate,4,1729578.73,Yes,SUV,Yes,Nissan,<25 lakhs,2,"Yes, in <20years"
991,42,Banglore,None,Single,Post Graduate,4,1153311.807,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
992,30,Pune,Business,Single,Graduate,4,2167915.841,Yes,SUV,Maybe,Nexa,<15 lakhs,3,"Yes, in <10 years"
993,31,Mumbai,None,Single,Graduate,4,849716.6417,No,Hatchback,Yes,BMW,<25 lakhs,3,"Yes, in <10 years"
994,67,Pune,Working Professional,Married,Graduate,4,1123211.574,Yes,SUV,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
995,31,Pune,None,Married,Graduate,7,2110722.12,Yes,SUV,Yes,KIA,<25 lakhs,4,"Yes, in <10 years"
996,29,Pune,None,Married,Post Graduate,4,1616287.706,No,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
997,30,Mumbai,Business,Single,Graduate,4,2202829.029,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
998,24,Ahmedabad,None,Married,Graduate,4,1764744.068,Yes,SUV,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
999,30,Pune,Business,Single,Graduate,4,2486664.468,No,Liftback,Yes,Maruti,<5 lakhs,4,"Yes, in <10 years"
